Time; Temperature; Luminosity 
169.029; 29.0; 20.0
169.207; 29.0; 13.33333
169.386; 0.0; 20.0
169.564; 0.0; 13.33333
169.743; 29.0; 13.33333
169.922; 29.0; 13.33333
170.101; 29.0; 13.33333
170.28; 29.0; 20.0
170.458; 29.0; 13.33333
170.637; 0.0; 13.33333
170.816; 29.25; 13.33333
171.0; 29.25; 13.33333
171.179; 29.25; 20.0
171.357; 0.0; 20.0
171.535; 0.0; 13.33333
171.714; 29.25; 13.33333
171.893; 29.25; 13.33333
172.072; 29.25; 13.33333
172.251; 29.25; 13.33333
172.43; 29.25; 13.33333
172.609; 29.25; 20.0
172.791; 29.25; 13.33333
172.97; 29.5; 13.33333
173.149; 29.5; 13.33333
173.328; 0.0; 20.0
173.506; 0.0; 13.33333
173.685; 0.0; 13.33333
173.864; 29.5; 20.0
174.042; 0.0; 13.33333
174.221; 29.5; 20.0
174.399; 29.5; 13.33333
174.578; 0.0; 13.33333
174.757; 29.5; 20.0
174.935; 29.5; 13.33333
175.119; 0.0; 13.33333
175.298; 29.5; 13.33333
175.477; 29.5; 20.0
175.655; 29.5; 13.33333
175.834; 0.0; 13.33333
176.013; 29.5; 13.33333
176.192; 29.5; 13.33333
176.371; 29.5; 20.0
176.549; 29.5; 13.33333
176.728; 0.0; 13.33333
176.907; 0.0; 13.33333
177.086; 29.75; 20.0
177.265; 29.75; 13.33333
177.444; 29.75; 13.33333
177.623; 29.75; 13.33333
177.802; 29.75; 13.33333
177.981; 29.75; 20.0
178.159; 29.75; 13.33333
178.338; 0.0; 13.33333
178.522; 29.75; 20.0
178.7; 29.75; 13.33333
178.879; 0.0; 13.33333
179.063; 29.75; 13.33333
179.242; 30.0; 20.0
179.42; 30.0; 26.66667
179.599; 0.0; 20.0
179.777; 0.0; 13.33333
179.956; 0.0; 13.33333
180.135; 30.0; 13.33333
180.314; 30.0; 13.33333
180.493; 30.0; 13.33333
180.672; 30.0; 20.0
180.85; 30.0; 20.0
181.028; 0.0; 13.33333
181.207; 30.0; 13.33333
181.386; 30.0; 20.0
181.564; 30.0; 13.33333
181.743; 0.0; 20.0
181.921; 0.0; 13.33333
182.1; 0.0; 20.0
182.278; 30.0; 13.33333
182.457; 30.25; 13.33333
182.636; 0.0; 20.0
182.814; 0.0; 13.33333
182.993; 0.0; 20.0
183.171; 0.0; 20.0
183.346; 0.0; 20.0
183.524; 0.0; 340.0
183.702; 0.0; 720.0
183.88; 0.0; 613.3333
184.064; 0.0; 500.0
184.242; 0.0; 440.0
184.42; 0.0; 560.0
184.598; 0.0; 546.6666
184.777; 0.0; 540.0
184.955; 0.0; 540.0
185.133; 0.0; 526.6666
185.312; 29.25; 526.6666
185.491; 29.25; 526.6666
185.67; 29.25; 520.0
185.848; 29.25; 520.0
186.027; 0.0; 513.3333
186.206; 29.0; 520.0
186.384; 29.0; 506.6667
186.563; 0.0; 506.6667
186.742; 29.0; 513.3333
186.921; 29.0; 506.6667
187.1; 29.0; 513.3333
187.279; 29.0; 506.6667
187.463; 29.0; 500.0
187.642; 29.0; 506.6667
187.822; 0.0; 500.0
188.001; 0.0; 506.6667
188.181; 0.0; 500.0
188.36; 0.0; 500.0
188.539; 0.0; 500.0
188.717; 0.0; 493.3333
188.897; 0.0; 500.0
189.076; 0.0; 493.3333
189.256; 0.0; 500.0
189.435; 0.0; 493.3333
189.615; 0.0; 493.3333
189.799; 28.75; 500.0
189.979; 28.75; 493.3333
190.159; 28.75; 500.0
190.339; 28.75; 493.3333
190.519; 28.75; 493.3333
190.699; 28.75; 500.0
190.879; 28.5; 486.6666
191.058; 28.75; 493.3333
191.238; 28.5; 486.6666
191.418; 28.5; 500.0
191.602; 28.5; 493.3333
191.782; 28.5; 493.3333
191.962; 28.5; 493.3333
192.142; 28.5; 486.6666
192.322; 28.5; 493.3333
192.501; 28.5; 486.6666
192.681; 28.5; 493.3333
192.861; 28.5; 493.3333
193.041; 28.5; 486.6666
193.221; 28.5; 486.6666
193.401; 28.5; 486.6666
193.581; 28.5; 486.6666
193.761; 28.5; 493.3333
193.941; 28.5; 473.3333
194.121; 28.25; 473.3333
194.301; 28.5; 473.3333
194.481; 28.25; 486.6666
194.661; 28.5; 473.3333
194.841; 28.25; 473.3333
195.021; 28.25; 473.3333
195.201; 28.25; 486.6666
195.388; 28.25; 473.3333
195.567; 28.25; 480.0
195.75; 28.25; 473.3333
195.929; 28.25; 513.3333
196.108; 28.25; 206.6667
196.287; 28.25; 286.6667
196.466; 28.25; 306.6667
196.645; 28.25; 426.6666
196.824; 28.25; 246.6666
197.003; 28.25; 353.3333
197.182; 28.25; 260.0
197.361; 28.25; 413.3333
197.54; 28.25; 440.0
197.718; 28.25; 406.6667
197.897; 0.0; 533.3333
198.076; 28.25; 686.6666
198.255; 28.5; 726.6666
198.434; 28.5; 546.6666
198.613; 28.5; 779.9999
198.792; 28.5; 773.3333
198.971; 28.5; 760.0
199.154; 28.5; 726.6666
199.333; 0.0; 666.6666
199.512; 28.25; 653.3333
199.691; 28.25; 660.0
199.87; 28.25; 640.0
200.048; 28.25; 66.66667
200.227; 0.0; 260.0
200.405; 0.0; 86.66667
200.584; 0.0; 66.66667
200.768; 28.25; 493.3333
200.947; 28.25; 493.3333
201.126; 28.5; 453.3333
201.305; 28.25; 80.0
201.483; 28.25; 40.0
201.661; 0.0; 40.0
201.839; 0.0; 26.66667
202.018; 0.0; 73.33333
202.197; 28.75; 60.0
202.376; 29.0; 33.33333
202.555; 29.0; 93.33333
202.734; 29.0; 80.0
202.912; 29.0; 320.0
203.091; 0.0; 386.6667
203.275; 28.75; 453.3333
203.454; 28.75; 446.6667
203.633; 28.75; 446.6667
203.812; 28.75; 446.6667
203.991; 28.5; 446.6667
204.17; 28.5; 446.6667
204.349; 28.5; 440.0
204.527; 28.5; 446.6667
204.706; 0.0; 440.0
204.884; 0.0; 440.0
205.062; 0.0; 440.0
205.24; 0.0; 446.6667
205.419; 0.0; 440.0
205.597; 0.0; 440.0
205.775; 0.0; 440.0
205.953; 0.0; 433.3333
206.132; 0.0; 433.3333
206.314; 28.25; 440.0
206.493; 28.25; 440.0
206.672; 28.25; 433.3333
206.851; 28.25; 433.3333
207.03; 28.25; 440.0
207.208; 28.25; 433.3333
207.392; 0.0; 433.3333
207.571; 28.25; 433.3333
207.75; 28.25; 440.0
207.928; 28.25; 433.3333
208.107; 0.0; 440.0
208.285; 0.0; 440.0
208.463; 0.0; 433.3333
208.642; 28.25; 433.3333
208.821; 28.25; 440.0
209.0; 28.25; 433.3333
209.179; 28.25; 433.3333
209.358; 28.25; 440.0
209.537; 28.25; 440.0
209.716; 28.25; 433.3333
209.895; 28.25; 433.3333
210.074; 28.25; 440.0
210.255; 28.25; 440.0
210.434; 28.0; 433.3333
210.613; 28.25; 440.0
210.792; 28.0; 433.3333
210.971; 28.0; 433.3333
211.15; 28.0; 433.3333
211.334; 28.25; 440.0
211.513; 28.0; 433.3333
211.692; 28.0; 433.3333
211.874; 28.0; 433.3333
212.053; 28.0; 440.0
212.231; 28.0; 433.3333
212.41; 0.0; 433.3333
212.589; 28.0; 433.3333
212.768; 28.0; 433.3333
212.947; 28.0; 433.3333
213.126; 28.0; 440.0
213.306; 28.0; 440.0
213.485; 0.0; 433.3333
213.664; 28.0; 433.3333
213.843; 28.0; 433.3333
214.024; 28.0; 433.3333
214.203; 28.0; 426.6666
214.382; 28.0; 433.3333
214.561; 28.0; 433.3333
214.74; 28.0; 426.6666
214.919; 28.0; 433.3333
215.098; 28.0; 433.3333
215.282; 28.0; 433.3333
215.461; 28.0; 426.6666
215.64; 28.0; 433.3333
215.819; 28.0; 433.3333
215.998; 28.0; 426.6666
216.177; 28.0; 433.3333
216.356; 28.0; 433.3333
216.535; 28.0; 433.3333
216.714; 28.0; 426.6666
216.893; 28.0; 433.3333
217.072; 28.0; 426.6666
217.251; 28.0; 426.6666
217.43; 28.0; 433.3333
217.614; 28.0; 433.3333
217.793; 28.0; 433.3333
217.972; 27.75; 426.6666
218.151; 28.0; 433.3333
218.33; 27.75; 426.6666
218.509; 28.0; 433.3333
218.688; 27.75; 433.3333
218.867; 27.75; 433.3333
219.051; 27.75; 426.6666
219.231; 27.75; 426.6666
219.411; 27.75; 433.3333
219.591; 27.75; 433.3333
219.771; 27.75; 433.3333
219.951; 27.75; 426.6666
220.131; 27.75; 433.3333
220.311; 27.75; 426.6666
220.491; 27.75; 426.6666
220.671; 27.75; 433.3333
220.851; 27.75; 433.3333
221.031; 27.75; 426.6666
221.211; 27.75; 426.6666
221.391; 27.75; 433.3333
221.571; 27.75; 426.6666
221.751; 27.75; 426.6666
221.931; 27.75; 426.6666
222.111; 27.75; 433.3333
222.291; 27.75; 426.6666
222.471; 27.75; 426.6666
222.651; 27.5; 433.3333
222.836; 27.75; 433.3333
223.016; 27.75; 433.3333
223.199; 27.5; 426.6666
223.379; 27.75; 426.6666
223.558; 27.5; 433.3333
223.738; 27.5; 426.6666
223.918; 27.5; 433.3333
224.098; 27.5; 433.3333
224.278; 27.5; 433.3333
224.458; 27.5; 426.6666
224.637; 27.5; 426.6666
224.817; 27.5; 433.3333
224.997; 27.5; 426.6666
225.176; 27.5; 426.6666
225.356; 27.5; 426.6666
225.536; 27.5; 433.3333
225.716; 27.5; 426.6666
225.896; 27.5; 433.3333
226.076; 27.5; 433.3333
226.256; 27.5; 426.6666
226.436; 27.5; 426.6666
226.62; 27.5; 426.6666
226.799; 27.5; 433.3333
226.978; 27.5; 426.6666
227.157; 27.5; 426.6666
227.336; 27.5; 433.3333
227.515; 27.25; 433.3333
227.694; 27.5; 426.6666
227.873; 27.5; 433.3333
228.052; 27.5; 433.3333
228.231; 27.25; 426.6666
228.41; 27.5; 426.6666
228.589; 27.5; 433.3333
228.768; 27.5; 426.6666
228.952; 27.25; 426.6666
229.131; 27.5; 433.3333
229.31; 27.5; 426.6666
229.489; 27.5; 426.6666
229.668; 27.5; 426.6666
229.847; 27.5; 433.3333
230.026; 27.5; 426.6666
230.205; 27.5; 426.6666
230.389; 27.5; 426.6666
230.574; 27.5; 426.6666
230.753; 27.5; 433.3333
230.932; 27.5; 426.6666
231.111; 27.25; 433.3333
231.29; 27.5; 426.6666
231.469; 27.5; 426.6666
231.648; 27.5; 426.6666
231.827; 27.25; 433.3333
232.006; 27.25; 426.6666
232.185; 27.5; 426.6666
232.364; 27.25; 426.6666
232.543; 27.25; 433.3333
232.722; 27.25; 426.6666
232.901; 27.25; 433.3333
233.08; 27.5; 433.3333
233.259; 27.25; 426.6666
233.438; 27.25; 426.6666
233.617; 27.5; 433.3333
233.796; 27.25; 426.6666
233.975; 27.25; 426.6666
234.162; 27.25; 426.6666
234.341; 27.25; 426.6666
234.52; 27.25; 426.6666
234.699; 27.25; 426.6666
234.878; 27.5; 433.3333
235.057; 27.5; 426.6666
235.236; 27.5; 426.6666
235.415; 27.5; 426.6666
235.594; 27.5; 426.6666
235.773; 27.25; 420.0
235.952; 27.25; 420.0
236.131; 27.25; 426.6666
236.31; 27.25; 426.6666
236.489; 27.25; 420.0
236.668; 27.25; 433.3333
236.847; 27.5; 433.3333
237.026; 27.5; 426.6666
237.205; 27.5; 426.6666
237.384; 27.25; 433.3333
237.563; 27.25; 426.6666
237.742; 27.25; 426.6666
237.926; 27.25; 426.6666
238.105; 27.25; 426.6666
238.284; 27.25; 426.6666
238.463; 27.25; 426.6666
238.642; 27.5; 433.3333
238.821; 27.5; 426.6666
239.0; 27.5; 426.6666
239.179; 27.5; 426.6666
239.358; 27.5; 433.3333
239.537; 27.5; 426.6666
239.716; 27.25; 426.6666
239.9; 27.5; 426.6666
240.079; 27.25; 426.6666
240.258; 27.5; 426.6666
240.437; 27.25; 433.3333
240.616; 27.5; 433.3333
240.795; 27.5; 426.6666
240.974; 27.5; 426.6666
241.153; 27.5; 433.3333
241.332; 27.5; 433.3333
241.511; 27.5; 426.6666
241.69; 27.5; 426.6666
241.874; 27.25; 426.6666
242.053; 27.25; 426.6666
242.232; 27.5; 420.0
242.41; 27.5; 433.3333
242.589; 0.0; 426.6666
242.768; 27.25; 426.6666
242.947; 27.25; 426.6666
243.126; 27.25; 433.3333
243.305; 27.25; 426.6666
243.484; 27.25; 426.6666
243.663; 27.25; 426.6666
243.844; 27.25; 426.6666
244.023; 27.25; 420.0
244.202; 27.25; 433.3333
244.381; 27.25; 433.3333
244.56; 27.25; 426.6666
244.739; 27.25; 426.6666
244.918; 27.25; 433.3333
245.097; 27.25; 426.6666
245.276; 27.25; 426.6666
245.459; 27.25; 426.6666
245.643; 27.25; 426.6666
245.822; 27.25; 426.6666
246.001; 27.25; 426.6666
246.18; 27.25; 433.3333
246.359; 27.25; 433.3333
246.538; 27.25; 426.6666
246.717; 27.25; 426.6666
246.896; 27.25; 433.3333
247.075; 27.25; 426.6666
247.254; 27.25; 426.6666
247.433; 27.25; 426.6666
247.614; 27.25; 426.6666
247.793; 27.25; 426.6666
247.972; 27.25; 426.6666
248.151; 27.25; 433.3333
248.33; 27.0; 426.6666
248.509; 27.25; 426.6666
248.688; 27.0; 433.3333
248.867; 27.0; 433.3333
249.046; 27.0; 426.6666
249.23; 27.0; 426.6666
249.41; 27.0; 426.6666
249.59; 27.0; 426.6666
249.77; 27.0; 426.6666
249.95; 27.0; 426.6666
250.13; 27.0; 433.3333
250.31; 27.0; 426.6666
250.49; 27.0; 426.6666
250.669; 27.0; 426.6666
250.849; 27.0; 426.6666
251.031; 27.0; 420.0
251.21; 0.0; 426.6666
251.389; 27.25; 426.6666
251.569; 27.25; 426.6666
251.749; 27.0; 426.6666
251.929; 27.25; 426.6666
252.108; 27.0; 433.3333
252.288; 27.25; 426.6666
252.468; 27.0; 426.6666
252.648; 27.25; 426.6666
252.828; 27.25; 426.6666
253.007; 27.0; 426.6666
253.208; 27.0; 426.6666
253.394; 27.0; 426.6666
253.579; 27.0; 426.6666
253.765; 27.0; 426.6666
253.951; 27.0; 426.6666
254.137; 27.0; 433.3333
254.323; 27.0; 426.6666
254.509; 27.0; 426.6666
254.695; 27.0; 426.6666
254.881; 27.0; 420.0
255.066; 27.0; 420.0
255.251; 0.0; 426.6666
255.437; 27.0; 433.3333
255.623; 27.0; 433.3333
255.809; 27.0; 433.3333
255.995; 27.0; 433.3333
256.181; 27.0; 426.6666
256.367; 27.0; 426.6666
256.553; 27.0; 420.0
256.738; 27.0; 426.6666
256.927; 0.0; 433.3333
257.113; 27.0; 433.3333
257.303; 27.0; 433.3333
257.488; 27.0; 433.3333
257.673; 27.0; 426.6666
257.858; 27.0; 426.6666
258.043; 27.0; 420.0
258.227; 27.0; 426.6666
258.412; 0.0; 426.6666
258.597; 27.0; 426.6666
258.782; 27.0; 426.6666
258.967; 27.0; 426.6666
259.152; 27.0; 426.6666
259.337; 27.0; 426.6666
259.522; 27.0; 426.6666
259.707; 27.0; 426.6666
259.892; 27.0; 426.6666
260.077; 27.0; 426.6666
260.262; 27.0; 420.0
260.446; 27.0; 426.6666
260.631; 0.0; 426.6666
260.816; 27.0; 433.3333
261.001; 27.0; 433.3333
261.186; 27.0; 433.3333
261.368; 27.0; 420.0
261.552; 27.0; 420.0
261.736; 0.0; 426.6666
261.921; 27.0; 426.6666
262.106; 27.0; 426.6666
262.291; 27.0; 426.6666
262.476; 27.0; 426.6666
262.664; 27.0; 426.6666
262.849; 27.0; 426.6666
263.034; 26.75; 426.6666
263.219; 27.0; 426.6666
263.404; 27.0; 426.6666
263.589; 26.75; 426.6666
263.774; 26.75; 426.6666
263.959; 26.75; 426.6666
264.144; 26.75; 426.6666
264.329; 26.75; 426.6666
264.514; 26.75; 426.6666
264.699; 26.75; 426.6666
264.884; 26.75; 426.6666
265.069; 26.75; 426.6666
265.259; 26.75; 426.6666
265.444; 26.75; 426.6666
265.633; 26.75; 426.6666
265.818; 26.75; 426.6666
266.003; 26.75; 426.6666
266.188; 26.75; 426.6666
266.373; 26.75; 426.6666
266.558; 26.75; 426.6666
266.743; 26.75; 426.6666
266.928; 26.75; 426.6666
267.113; 26.75; 426.6666
267.298; 26.75; 426.6666
267.483; 26.75; 420.0
267.668; 26.75; 420.0
267.853; 26.75; 420.0
268.038; 26.75; 426.6666
268.226; 26.75; 426.6666
268.411; 26.75; 426.6666
268.596; 26.75; 426.6666
268.781; 26.75; 420.0
268.966; 26.75; 420.0
269.156; 26.75; 420.0
269.341; 26.75; 420.0
269.526; 26.75; 426.6666
269.711; 26.75; 426.6666
269.896; 26.75; 420.0
270.081; 26.75; 420.0
270.266; 26.5; 420.0
270.451; 26.5; 426.6666
270.636; 26.75; 426.6666
270.821; 26.5; 426.6666
271.006; 26.5; 426.6666
271.191; 26.5; 420.0
271.375; 26.5; 420.0
271.559; 0.0; 426.6666
271.744; 26.75; 426.6666
271.929; 26.75; 426.6666
272.114; 26.75; 426.6666
272.299; 26.75; 426.6666
272.484; 26.75; 426.6666
272.669; 26.75; 426.6666
272.854; 26.75; 426.6666
273.044; 26.75; 426.6666
273.229; 26.75; 426.6666
273.414; 26.75; 426.6666
273.599; 26.75; 426.6666
273.784; 26.75; 426.6666
273.973; 26.75; 426.6666
274.158; 26.75; 426.6666
274.343; 26.75; 426.6666
274.528; 26.75; 426.6666
274.713; 26.75; 426.6666
274.898; 26.75; 426.6666
275.083; 26.75; 426.6666
275.268; 26.75; 426.6666
275.453; 26.75; 426.6666
275.638; 26.5; 426.6666
275.823; 26.75; 426.6666
276.008; 26.75; 426.6666
276.193; 26.5; 426.6666
276.378; 26.5; 426.6666
276.563; 26.75; 426.6666
276.748; 26.75; 426.6666
276.938; 26.5; 426.6666
277.123; 26.5; 426.6666
277.308; 26.5; 420.0
277.492; 26.5; 420.0
277.677; 0.0; 426.6666
277.862; 26.75; 426.6666
278.047; 26.75; 426.6666
278.232; 26.75; 426.6666
278.417; 26.75; 420.0
278.602; 26.75; 420.0
278.787; 26.75; 420.0
278.972; 26.75; 426.6666
279.157; 26.75; 426.6666
279.342; 26.75; 426.6666
279.527; 26.75; 420.0
279.715; 26.75; 420.0
279.9; 26.75; 420.0
280.084; 26.75; 426.6666
280.269; 0.0; 426.6666
280.454; 26.5; 426.6666
280.639; 26.75; 420.0
280.824; 26.75; 420.0
281.015; 26.75; 420.0
281.2; 26.5; 420.0
281.385; 26.75; 426.6666
281.57; 26.5; 426.6666
281.756; 26.75; 426.6666
281.942; 26.75; 420.0
282.128; 26.5; 420.0
282.313; 26.5; 420.0
282.497; 0.0; 426.6666
282.683; 26.5; 426.6666
282.869; 26.75; 426.6666
283.055; 26.75; 426.6666
283.241; 26.75; 420.0
283.427; 26.5; 420.0
283.612; 26.5; 420.0
283.797; 0.0; 426.6666
283.983; 26.75; 426.6666
284.168; 26.5; 426.6666
284.353; 26.75; 426.6666
284.539; 26.5; 420.0
284.724; 26.5; 420.0
284.909; 0.0; 426.6666
285.095; 26.75; 426.6666
285.286; 26.75; 426.6666
285.472; 26.5; 426.6666
285.661; 26.5; 426.6666
285.846; 26.5; 426.6666
286.031; 26.5; 420.0
286.216; 26.5; 420.0
286.401; 0.0; 420.0
286.585; 0.0; 426.6666
286.771; 0.0; 426.6666
286.957; 26.5; 426.6666
287.143; 26.75; 420.0
287.329; 26.5; 420.0
287.514; 26.5; 420.0
287.699; 0.0; 426.6666
287.885; 26.5; 426.6666
288.071; 26.5; 426.6666
288.257; 26.5; 426.6666
288.443; 26.5; 426.6666
288.628; 26.5; 420.0
288.813; 26.5; 420.0
288.997; 0.0; 426.6666
289.183; 26.5; 426.6666
289.373; 26.5; 426.6666
289.558; 26.5; 426.6666
289.743; 26.5; 426.6666
289.928; 26.5; 420.0
290.112; 26.5; 426.6666
290.297; 0.0; 426.6666
290.482; 26.5; 426.6666
290.667; 26.5; 426.6666
290.852; 26.5; 426.6666
291.037; 26.5; 426.6666
291.222; 26.5; 420.0
291.406; 26.5; 420.0
291.594; 0.0; 426.6666
291.779; 26.5; 426.6666
291.964; 26.5; 426.6666
292.149; 26.5; 426.6666
292.334; 26.5; 420.0
292.518; 26.5; 420.0
292.702; 0.0; 420.0
292.886; 0.0; 426.6666
293.071; 0.0; 426.6666
293.256; 26.5; 420.0
293.446; 26.5; 420.0
293.63; 26.5; 420.0
293.814; 0.0; 420.0
293.998; 26.5; 426.6666
294.183; 26.5; 426.6666
294.368; 26.5; 420.0
294.552; 26.5; 420.0
294.736; 0.0; 420.0
294.92; 26.5; 426.6666
295.105; 0.0; 426.6666
295.29; 26.5; 426.6666
295.475; 26.5; 426.6666
295.66; 26.5; 420.0
295.844; 26.5; 420.0
296.028; 26.5; 426.6666
296.213; 0.0; 426.6666
296.398; 26.5; 426.6666
296.583; 26.5; 426.6666
296.768; 26.5; 426.6666
296.953; 26.5; 420.0
297.137; 26.5; 420.0
297.326; 0.0; 420.0
297.51; 26.5; 426.6666
297.695; 26.5; 426.6666
297.885; 26.5; 426.6666
298.07; 26.5; 426.6666
298.255; 26.5; 420.0
298.439; 26.5; 420.0
298.623; 0.0; 420.0
298.807; 26.5; 426.6666
298.992; 26.5; 426.6666
299.177; 26.5; 420.0
299.361; 26.5; 420.0
299.545; 0.0; 420.0
299.729; 26.5; 426.6666
299.914; 26.5; 426.6666
300.099; 26.5; 426.6666
300.284; 26.5; 426.6666
300.469; 26.5; 426.6666
300.654; 26.5; 420.0
300.838; 26.5; 420.0
301.022; 0.0; 420.0
301.207; 26.5; 426.6666
301.392; 26.5; 426.6666
301.577; 26.5; 426.6666
301.766; 26.5; 420.0
301.956; 26.5; 426.6666
302.141; 26.5; 420.0
302.325; 26.5; 420.0
302.509; 0.0; 426.6666
302.697; 26.5; 426.6666
302.882; 26.5; 426.6666
303.067; 26.5; 420.0
303.251; 26.5; 420.0
303.436; 0.0; 420.0
303.62; 0.0; 426.6666
303.805; 0.0; 426.6666
303.99; 26.5; 426.6666
304.175; 26.5; 426.6666
304.36; 26.5; 426.6666
304.545; 26.5; 426.6666
304.73; 26.5; 420.0
304.914; 26.5; 426.6666
305.099; 26.5; 426.6666
305.284; 26.5; 426.6666
305.469; 26.5; 426.6666
305.654; 26.5; 420.0
305.838; 26.5; 420.0
306.022; 0.0; 420.0
306.211; 0.0; 420.0
306.395; 0.0; 426.6666
306.58; 26.5; 426.6666
306.765; 26.5; 426.6666
306.95; 26.5; 420.0
307.134; 26.5; 420.0
307.318; 0.0; 426.6666
307.503; 26.5; 426.6666
307.688; 26.5; 426.6666
307.873; 26.5; 426.6666
308.058; 26.5; 426.6666
308.243; 26.5; 420.0
308.427; 26.5; 420.0
308.615; 0.0; 420.0
308.799; 26.5; 420.0
308.983; 26.5; 426.6666
309.168; 0.0; 426.6666
309.353; 26.25; 420.0
309.538; 26.5; 420.0
309.722; 26.5; 420.0
309.906; 0.0; 426.6666
310.091; 26.25; 426.6666
310.276; 26.5; 426.6666
310.466; 26.25; 426.6666
310.651; 26.5; 426.6666
310.836; 26.25; 426.6666
311.021; 26.5; 420.0
311.205; 26.5; 420.0
311.389; 0.0; 420.0
311.573; 0.0; 426.6666
311.758; 0.0; 426.6666
311.943; 26.25; 426.6666
312.128; 26.5; 420.0
312.313; 26.25; 420.0
312.498; 26.25; 426.6666
312.683; 26.25; 426.6666
312.868; 26.5; 426.6666
313.053; 26.25; 426.6666
313.238; 26.25; 426.6666
313.423; 26.25; 426.6666
313.608; 26.25; 420.0
313.793; 26.25; 420.0
313.978; 26.25; 420.0
314.163; 26.25; 426.6666
314.351; 26.25; 426.6666
314.541; 26.25; 426.6666
314.726; 26.25; 426.6666
314.911; 26.25; 426.6666
315.097; 26.25; 420.0
315.282; 26.25; 420.0
315.468; 26.25; 420.0
315.653; 26.25; 426.6666
315.839; 26.25; 426.6666
316.024; 26.25; 426.6666
316.21; 26.25; 426.6666
316.396; 26.25; 426.6666
316.582; 26.25; 426.6666
316.768; 26.25; 426.6666
316.954; 26.25; 420.0
317.14; 26.25; 420.0
317.324; 26.25; 420.0
317.51; 0.0; 426.6666
317.696; 26.25; 426.6666
317.882; 26.25; 426.6666
318.068; 26.25; 426.6666
318.254; 26.25; 420.0
318.445; 26.25; 420.0
318.63; 26.25; 420.0
318.814; 0.0; 420.0
318.999; 26.25; 426.6666
319.185; 26.25; 426.6666
319.371; 26.25; 426.6666
319.557; 26.25; 426.6666
319.743; 26.25; 426.6666
319.929; 26.25; 426.6666
320.115; 26.25; 420.0
320.304; 26.25; 426.6666
320.49; 26.25; 420.0
320.675; 26.25; 420.0
320.861; 0.0; 420.0
321.046; 0.0; 426.6666
321.232; 0.0; 426.6666
321.418; 26.25; 426.6666
321.604; 26.25; 426.6666
321.79; 26.25; 420.0
321.975; 26.25; 420.0
322.161; 0.0; 420.0
322.346; 26.25; 426.6666
322.532; 26.25; 426.6666
322.722; 26.25; 426.6666
322.907; 26.25; 426.6666
323.092; 26.25; 420.0
323.277; 26.25; 420.0
323.462; 26.25; 420.0
323.647; 26.25; 420.0
323.832; 26.25; 420.0
324.017; 26.25; 420.0
324.202; 26.25; 426.6666
324.387; 26.25; 426.6666
324.572; 26.25; 426.6666
324.757; 26.25; 420.0
324.942; 26.25; 420.0
325.127; 26.25; 420.0
325.312; 26.25; 426.6666
325.497; 26.25; 426.6666
325.682; 26.25; 420.0
325.867; 26.25; 420.0
326.054; 26.25; 420.0
326.239; 26.25; 420.0
326.424; 26.25; 420.0
326.609; 26.25; 426.6666
326.799; 26.25; 426.6666
326.984; 26.25; 426.6666
327.169; 26.0; 426.6666
327.354; 26.25; 426.6666
327.539; 26.25; 426.6666
327.724; 26.0; 420.0
327.908; 26.0; 420.0
328.092; 0.0; 426.6666
328.277; 26.25; 426.6666
328.462; 26.25; 426.6666
328.647; 26.25; 420.0
328.832; 26.25; 420.0
329.017; 26.25; 420.0
329.202; 26.25; 426.6666
329.387; 26.25; 426.6666
329.572; 26.25; 426.6666
329.757; 26.25; 426.6666
329.942; 26.25; 426.6666
330.127; 26.25; 426.6666
330.312; 26.25; 420.0
330.497; 26.25; 420.0
330.687; 26.25; 420.0
330.872; 26.25; 420.0
331.057; 26.25; 426.6666
331.242; 26.25; 426.6666
331.427; 26.25; 420.0
331.612; 26.25; 420.0
331.8; 26.25; 420.0
331.984; 26.25; 420.0
332.169; 26.25; 426.6666
332.354; 26.25; 426.6666
332.539; 26.0; 426.6666
332.724; 26.0; 420.0
332.908; 26.0; 420.0
333.092; 0.0; 426.6666
333.277; 26.25; 426.6666
333.462; 26.25; 426.6666
333.647; 26.25; 426.6666
333.832; 26.25; 426.6666
334.017; 26.25; 426.6666
334.202; 26.25; 420.0
334.387; 26.25; 420.0
334.572; 26.25; 420.0
334.762; 26.25; 420.0
334.947; 26.25; 426.6666
335.132; 26.25; 426.6666
335.317; 26.25; 426.6666
335.502; 26.25; 420.0
335.687; 26.0; 420.0
335.871; 26.0; 426.6666
336.056; 0.0; 426.6666
336.241; 26.25; 426.6666
336.426; 26.25; 420.0
336.611; 26.25; 420.0
336.796; 26.25; 420.0
336.981; 26.0; 426.6666
337.166; 26.25; 426.6666
337.351; 26.25; 426.6666
337.539; 26.25; 426.6666
337.728; 26.25; 426.6666
337.913; 26.25; 426.6666
338.098; 26.25; 420.0
338.283; 26.0; 426.6666
338.468; 26.25; 426.6666
338.653; 26.0; 426.6666
338.843; 26.0; 426.6666
339.028; 26.0; 426.6666
339.213; 26.0; 426.6666
339.398; 26.0; 426.6666
339.583; 26.0; 420.0
339.768; 26.0; 420.0
339.952; 26.0; 420.0
340.136; 0.0; 426.6666
340.321; 26.0; 426.6666
340.506; 26.25; 420.0
340.691; 26.0; 420.0
340.875; 26.0; 420.0
341.059; 0.0; 426.6666
341.244; 26.0; 426.6666
341.429; 26.0; 426.6666
341.614; 26.0; 420.0
341.799; 26.0; 420.0
341.983; 26.0; 426.6666
